,Jarosite,Goethite,Hematite,Kaolinite,Alunite,Illite,Smectite,Gypsum
2082.75,0.5216144331999764,0.3666688673022915,0.382059819514765,0.7233511499788082,0.6628363858361886,0.3269899517449645,0.4756731195311046,0.6769864982252283
2092.84,0.5062716220851238,0.3681229056259532,0.3817582246166643,0.7112645725689725,0.6572242767177318,0.31209484678566446,0.4638646660938581,0.6710574966407873
2102.94,0.4901216978650723,0.3691737111422262,0.38329889426946034,0.7040284558166896,0.6481999759465082,0.3047176263505206,0.45359969581668963,0.6628599757694558
2113.04,0.48025832879202274,0.36932282672997513,0.3858471929043342,0.6803691585730837,0.6403662980273699,0.30859653413627497,0.4526248866838306,0.6531899217165575
2123.14,0.4820815731408369,0.36962811412084484,0.3846295690883165,0.671381820189526,0.6207770519110007,0.3099002166274544,0.45319540855301066,0.6440052707631525
2133.24,0.496779268681745,0.3693607556401141,0.386465905586144,0.6471388640224012,0.5862988306017913,0.3147243058601533,0.45704239092967064,0.6364429505268268
2143.34,0.5104345214673759,0.36874054513091575,0.3883999075784094,0.5863808139435746,0.5396061457336889,0.3147562978885468,0.4589497147626715,0.6278909020442455
2153.34,0.5193244107801004,0.367583508954816,0.38927740657946075,0.5156379153071189,0.49734529133690486,0.3067163018049849,0.4626206339901175,0.6197529019000466
2163.43,0.5282568089105526,0.3658423502512205,0.38738087184726755,0.481300372504581,0.4728960124792309,0.28703394271916255,0.46668666809351683,0.6094308319999607
2173.53,0.5318215581635888,0.3637605353339604,0.38629632837154027,0.4866173800168344,0.46686652063969875,0.2678874391790852,0.4570885571104616,0.5980458981561613
2183.63,0.5394085438431832,0.36205202223550265,0.3875927344261467,0.4826251559484671,0.47907854139784517,0.26436190381199,0.439711628610671,0.5946004468452428
2193.73,0.547788862572065,0.35994657063177704,0.38742566489102337,0.46683726634460654,0.5108770422661775,0.2743240619469225,0.4186723341793338,0.5906449256042978
2203.83,0.5579316972233057,0.3572638017155675,0.3885174533291414,0.40586250831869297,0.5545035271578521,0.29439142050848033,0.40174564094923093,0.581144204440869
2213.93,0.5658531261938525,0.35424192851659664,0.3869954612617841,0.45762506612394105,0.5500739454022421,0.3284925312695082,0.40704738065059826,0.5713595343812882
2224.03,0.5710062739197124,0.3508509408637745,0.3885732386206145,0.5692369062704113,0.5719406452167116,0.36003782026607406,0.4322358678880452,0.5776145337323617
2234.12,0.5673414238994129,0.34724046396080693,0.38937765502074523,0.5979253399598953,0.6277286925396326,0.37918917720310497,0.44926352596284636,0.5914251856380521
2244.22,0.5462339590576826,0.34354236553309914,0.38886820107511016,0.5947997233692133,0.687236817541613,0.3854177443154922,0.4692548152265181,0.596774785417141
