,Jarosite,Goethite,Hematite,Kaolinite,Alunite,Illite,Smectite,Gypsum
2254.22,0.5117888637689775,0.3403283056753676,0.3900710656111611,0.5924329639915993,0.712961923863786,0.3881022679489949,0.49008534030963063,0.5966652132913292
2264.32,0.5058051110424634,0.3371910462835951,0.39266791985472654,0.5810212900390166,0.7115028879933057,0.39239603063843065,0.5100521330609415,0.5892837095344715
2274.42,0.5310915775381985,0.3343725666628377,0.3896351245247409,0.5641878543235265,0.7127807156214165,0.39342937955231877,0.5135216533145851,0.5933100611275711
2284.52,0.5629629697057048,0.3314227000053472,0.3966749375842435,0.5405501567305693,0.7078974715549525,0.4033755279953855,0.5160328428013506,0.6070682471400279
2294.61,0.5832014492822842,0.328455068815194,0.3922756508245615,0.529886601272936,0.6894729978702205,0.39132093194836937,0.5016183915155413,0.6134698773993684
2304.71,0.6215797671311306,0.32542890860403617,0.3978438182583381,0.5234173990969855,0.6536468377783601,0.389849786896439,0.5010260743262299,0.6166061616934366
2314.81,0.6357661810784552,0.3223136002790459,0.39639158569677285,0.49400924007515906,0.589737528815196,0.37743542090179966,0.4922901865643105,0.6179968996794636
2324.91,0.6417309657723157,0.31874609193757314,0.39810903792834357,0.4945320785175576,0.558560611631777,0.38063703958428224,0.4906501573272465,0.6154460015941455
2335.01,0.6438030107999209,0.3152330010793682,0.3982130487636778,0.49923466039243447,0.5794266343270785,0.37356968381928,0.47653353003208393,0.6088225889965836
2345.11,0.6448228307161318,0.3114970526489549,0.3980511334389575,0.4874081903166746,0.6136816433495398,0.35919966338786175,0.4670113922501907,0.59856309108816
2355.21,0.6379383936680499,0.30733115390008486,0.3988473059883983,0.4723546535530328,0.6335246240571086,0.3606379307346102,0.45866633838425747,0.5849322049137367
2365.2,0.6272452919027856,0.3022616572855929,0.3994352557308596,0.4665705949242387,0.6385312042041306,0.360725656093414,0.45061264087963204,0.5689336872660901
2375.3,0.6140017874792785,0.2950655815281779,0.40039475644068806,0.446153253370369,0.6104093337039893,0.3547277706901161,0.4494133307302219,0.5462706258126613
2385.4,0.598047095472378,0.2876918261771083,0.40324688860875935,0.4382768747534879,0.5562696946437725,0.34675160752270046,0.44337669525532475,0.5167140985459799
